,logFC,AveExpr,t,P.Value,adj.P.Val,B
RAB5C,-0.0221729609036192,7.58157527561998,-0.432597277954331,0.665530822041901,0.741896692910794,-7.02949584200908
MEF2D,0.00953796521344952,4.81451183893071,0.432552920502335,0.66556302719775,0.741896692910794,-7.0295149446466
C17orf88,0.00785630007209548,3.72422140753204,0.432342546697642,0.665715774815362,0.74191466484442,-7.02960551595225
KLHL1,0.0111473327549643,4.19995219631993,0.432283335928421,0.665758768913981,0.74191466484442,-7.02963099976484
FAM53B,-0.0174141227695621,5.61548948346123,-0.432222058773691,0.665803264616586,0.74191466484442,-7.02965736926042
ZGPAT,0.0233734743323764,6.12477451539431,0.432191310811589,0.665825592341276,0.74191466484442,-7.02967059967269
TRIM25,0.00999338214417911,4.76728745261104,0.431469138538167,0.666350085350937,0.742430396724276,-7.0299810697479
MMP27,0.00740150896662328,3.80212156739933,0.430625968850434,0.666962662528319,0.743044165248035,-7.0303429015849
ABCC10,-0.0197695587440121,6.30780908029219,-0.430067107719222,0.667368807535668,0.743427861271463,-7.03058233759049
SLC14A1,-0.0558062854413679,4.92514091432868,-0.428985092728283,0.668155425696777,0.744235282234816,-7.03104502833749
ABCC5,0.0288267328965421,6.18351768299865,0.428748140051465,0.668327737684877,0.744313041902323,-7.03114619849616
MFGE8,-0.0241520082399731,6.16726801130479,-0.428719101336395,0.668348855845359,0.744313041902323,-7.03115859312789
MAPKAP1,-0.0238918370268459,6.88711007776994,-0.428475968563,0.668525682437803,0.744405084994023,-7.03126233688813
RPL12,0.0147546160042982,12.5505024117172,0.428397484045237,0.668582766918446,0.744405084994023,-7.03129581335708
CPN1,0.00809639453127131,3.92001894530899,0.428350477573878,0.668616957257545,0.744405084994023,-7.03131586037355
UEVLD,-0.0243536811357155,6.74985551757157,-0.428260975922491,0.668682058537489,0.74440874076994,-7.03135402438378
ARFIP1,-0.0242555869166905,6.80122226807856,-0.428040335585314,0.668842557521171,0.744518587323899,-7.03144807263816
ZP2,0.00899249987628004,4.08172254386411,0.427920499056598,0.668929735803011,0.744546804560482,-7.03149913283489
LONRF3,-0.0134364914371963,4.49214787138244,-0.427561491383939,0.669190932324914,0.744670931725915,-7.03165201407114
CLCN5,-0.0184927076548158,4.63483210369475,-0.427529863478995,0.669213945176255,0.744670931725915,-7.03166547647764
LRAT,-0.013693362155657,3.87877323837496,-0.427512231050505,0.669226774882731,0.744670931725915,-7.03167298128257
DEFB126,0.00593591822511419,3.65431903743406,0.427300500225827,0.669380842018755,0.744773547037776,-7.03176307509285
SLC12A2,-0.0264178790985969,5.75807033982829,-0.427088349813452,0.669535228478477,0.744876498645402,-7.03185330271779
FKBP6,0.00788436900386635,4.23178056080711,0.425696583730713,0.670548394195703,0.745915565118452,-7.03244411097582
PSMA6,0.0182595133925325,11.2278652228968,0.425635214344381,0.670593083206474,0.745915565118452,-7.03247011808452
FOXB1,0.00836745727551857,4.57194683026563,0.425531529275013,0.670668589033355,0.745930650146824,-7.0325140492152
TBX2,0.017520725866583,5.0493983345135,0.424373644808005,0.671512013475938,0.746799747532069,-7.03300391575262
NXPH4,0.0175293394665577,4.87954739287161,0.424258553522492,0.671595870804834,0.746824035112366,-7.03305253459181
ANGPT4,0.00824361177857913,4.37715524107313,0.423931724482588,0.671834025971641,0.747019883725808,-7.03319052749884
SLC38A4,-0.0187536586735253,3.68618429763575,-0.423754732021627,0.671963011389125,0.747094320298019,-7.03326521244484
C19orf15,0.00581658081068381,3.74821226605044,0.423347157896004,0.672260072867363,0.747355594301033,-7.0334370767056
PAFAH1B2,0.011783860887526,4.92048021430833,0.421203556936587,0.673823286578609,0.749017502517401,-7.03433826205563
KIF13B,-0.0359689918356594,7.03355239404658,-0.421126658732643,0.673879390655499,0.749017502517401,-7.03437050569122
TRHDE,0.0173093573401424,4.11776826634768,0.420589111218219,0.674271630188118,0.749365808571574,-7.03459573661638
NUCKS1,0.0365390280091162,6.09916670742126,0.420526647235901,0.674317214888023,0.749365808571574,-7.03462189021177
HOXA9,0.0449889038482469,5.07995492950223,0.420258697985626,0.674512771364897,0.749513960761842,-7.03473403621185
MAGEA1,-0.0211702368278943,3.89077501989519,-0.419992634858351,0.674706973132613,0.749660580408094,-7.03484532213808
MAGEA8,0.0100096009819817,3.79746732010352,0.41923732650839,0.675258397649859,0.750204043223507,-7.03516086042129
KIR3DL2,0.0060568466623212,3.89249249231649,0.418983758044012,0.675443558466286,0.750340528694743,-7.03526666417031
CALM2,-0.0149292266682668,12.215515094782,-0.418714685884779,0.675640061949984,0.750489588230025,-7.03537886703285
PSPH,0.0574511703700491,7.336021418622,0.418578273323175,0.67573969256219,0.750531025441237,-7.03543572344436
SLC23A2,0.0214413356951653,5.75756029252231,0.418150679766115,0.676052027769192,0.750808680106668,-7.03561382341131
FAM102A,0.0291853855599546,7.108771648191,0.4180233297305,0.676145061269171,0.750842754316061,-7.0356668317102
GPR173,-0.00590259492261191,3.94811458378522,-0.417915433430557,0.676223887041967,0.750861046358632,-7.03571172994343
FXYD1,0.0649576006373431,6.03010557834935,0.417094002876681,0.676824116069792,0.751458233976805,-7.03605316717592
ARD1B,-0.0106394255621423,4.01027072937123,-0.416437832589151,0.677303735547641,0.751921414535327,-7.03632542980835
F8A1,-0.0289573370601595,8.42811859631632,-0.416238307786171,0.677449601758328,0.752014021420888,-7.03640813307641
DSC1,0.0067131809771297,4.24209328199392,0.414777551172437,0.678517883702643,0.753130459539794,-7.03701241215102
NADK,0.0126056220689694,5.69905367190783,0.414623142741964,0.678630843770474,0.753184770044599,-7.03707616307556
DCTN5,0.0220377852130289,6.73682734550261,0.414530255935052,0.67869880015734,0.753184770044599,-7.03711450201641
ABHD4,0.0255391602203368,7.19358972168752,0.414446630149888,0.678759983383717,0.753184770044599,-7.03714901113752
PCNX,0.0133188288710855,4.57098815304898,0.414362547312572,0.678821503145878,0.753184770044599,-7.03718370185251
EIF4EBP2,-0.0231309252617988,7.16070082400328,-0.414147046697608,0.67897918539646,0.753184770044599,-7.0372725805184
PDE3B,-0.0100894181917912,4.62340046917725,-0.414142194685487,0.67898273578622,0.753184770044599,-7.0372745810963
PCBP3,-0.0139689500925346,4.44947106203231,-0.414112261577395,0.679004639063624,0.753184770044599,-7.0372869225744
OR3A1,-0.00745974702215868,4.07462846170287,-0.413972265683479,0.679107083386714,0.75322902257924,-7.03734463131859
MSH4,-0.00719348104283712,3.88297165331275,-0.412908740675868,0.679885529637178,0.754022982859725,-7.03778239819651
TMPRSS11D,-0.0101738044669331,4.12779166120683,-0.412409911481663,0.680250765328642,0.75435857041049,-7.0379873380283
PTPN14,-0.0132475618728751,4.44062966016231,-0.411976345861366,0.680568277117715,0.754637832236046,-7.03816526379085
ATP6V0A2,-0.0101343392422004,4.76428171899132,-0.41189490210785,0.680627926915437,0.754637832236046,-7.03819866564727
NMBR,-0.0077463025557365,3.89172793403024,-0.411762687652847,0.680724765689043,0.754675716113742,-7.03825287562305
TSNAX,-0.0229958928844241,8.77362445450384,-0.411556764104895,0.680875602258433,0.754773451385074,-7.03833727283564
STC2,-0.0358396631211946,5.66006023971322,-0.410598137958642,0.681577953127715,0.755482484495945,-7.03872960791152
RAI2,0.03603784645495,5.11206673416095,0.410019357026949,0.682002139251832,0.755883088897428,-7.0389660418755
SLC22A6,0.00638086248102177,3.9668694586115,0.408925222016575,0.682804301727878,0.756702503350552,-7.03941208928603
B4GALT4,-0.0241115738743813,6.24077594790564,-0.408789198940031,0.682904051877324,0.756743405972829,-7.03946745875677
C19orf10,-0.0232185096139688,8.08628884187683,-0.408596763171506,0.683045180782859,0.756798821787603,-7.03954576010433
CEMP1,-0.010158714702996,3.89141653964775,-0.408549623722583,0.683079753696185,0.756798821787603,-7.03956493534093
KRCC1,-0.0245183821981296,8.80418659155532,-0.408431446976963,0.68316642956366,0.756825220313302,-7.03961299718791
ANXA10,-0.0141069698444545,4.31675130765974,-0.408330994881524,0.683240108712559,0.756837217286049,-7.03965383959113
HCG9,0.00837387362378816,4.18990044727007,0.407906329242661,0.683551623999999,0.757112643139072,-7.0398263917217
A4GNT,0.00788351069601578,4.37021518614594,0.407628715856342,0.683755297713609,0.757218789472865,-7.03993909591784
C10orf84,-0.00924738806811831,4.25724869283148,-0.40760428858061,0.683773220123562,0.757218789472865,-7.03994900912018
DPYS,-0.00711125773322818,3.95234843777333,-0.40742640024983,0.683903743041092,0.757293689535708,-7.04002118277372
RPS3,0.0215173778769149,11.6328631521908,0.407257259903239,0.684027856046665,0.757361478715882,-7.04008977795989
CYP2A13,0.0108285239358805,4.47372193588471,0.407054696585739,0.684176505670336,0.757456420086622,-7.04017189044353
INADL,0.00940067746402651,4.26258897103075,0.406861419264728,0.684318352282974,0.75754381303471,-7.04025020063561
GPI,0.0305550548019387,9.59876675649491,0.406753265642123,0.684397731320471,0.75756204435712,-7.04029400503419
CDIPT,-0.0191099368534449,8.78521570847716,-0.406369547028205,0.684679388708261,0.757804154303758,-7.04044932493147
TMEM1,-0.0196777006573976,5.71979837362568,-0.406045920944201,0.684916971151144,0.757997442018388,-7.04058020698025
RPS6KB2,0.0125070781599108,5.31909068190697,0.405495379310236,0.685321210150491,0.758375116029426,-7.04080261966287
PAGE1,0.0085858374443708,4.31206404467329,0.40535876308082,0.685421535569913,0.758416441361104,-7.04085776440126
RPS13,-0.0125556728283005,12.7586226192496,-0.405145883183346,0.685577877030505,0.758519734950509,-7.04094365573683
C22orf28,0.0177131052666493,8.95862285718672,0.40499218493079,0.685690763205753,0.758574935280081,-7.04100564083876
ALDH3B2,0.00736560223842053,3.79826391732153,0.40413734863657,0.686318740011958,0.759199914314165,-7.04134995967644
SARDH,0.00548869011056574,4.02284239608032,0.404030332242671,0.68639737133663,0.759217153084936,-7.04139301352469
CARS2,0.0228695184640779,7.1713614739873,0.403779995840672,0.686581321719797,0.759350870329702,-7.0414936820585
C10orf92,-0.00709719460298919,3.72515226263015,-0.403317456256188,0.686921250719503,0.759632155308818,-7.0416795204848
SCN2B,0.00606044830704899,4.03817974235866,0.403262266986488,0.686961814591682,0.759632155308818,-7.04170168013001
TAS2R16,0.00675785613094959,3.67600116091818,0.402644330385762,0.687416057037362,0.760064655113756,-7.0419495876896
PRKCQ,0.0221871095201802,4.73628634687626,0.402017974654923,0.687876603933045,0.760504045589582,-7.04220048521412
PHYH,0.0323861164986887,8.11650817606569,0.401641915370886,0.68815316867941,0.760739966697645,-7.04235093469537
SHMT1,-0.0183322187907287,4.85866195567416,-0.401003017150828,0.688623128644053,0.761181656266412,-7.04260621520552
TFCP2L1,-0.0226597012874841,4.69957595228206,-0.400926888770919,0.68867913511232,0.761181656266412,-7.0426366062629
NY-REN-7,0.00982519342099764,4.00177084358659,0.400278435077909,0.689156261842355,0.761639106562559,-7.04289524043843
IL25,0.00699217088554338,4.07381829375441,0.399882838290777,0.689447399567751,0.761890941139291,-7.04305281780521
CES2,0.0199023395573965,6.96476072525765,0.399222456802229,0.689933507243782,0.762358166106591,-7.04331551951284
RPL39,-0.0104715894210319,13.2386628079777,-0.398858171437359,0.690201713151891,0.76256954333823,-7.04346024763199
ALG12,-0.0145830116777725,5.14334943328381,-0.398790616244246,0.690251455106021,0.76256954333823,-7.04348707234318
AGL,-0.0309919830589198,7.98914126508038,-0.398339993545903,0.690583290048432,0.762748793269547,-7.04366588875324
RNF10,0.0201364231636818,7.13906222564227,0.398339705789606,0.690583501968939,0.762748793269547,-7.04366600287635
STAR,-0.00957039599747578,4.14114401010388,-0.398312241972075,0.690603728036694,0.762748793269547,-7.04367689454819
LIME1,0.0125255930773553,4.54669127831895,0.397724955510056,0.691036295447385,0.763156554455008,-7.04390962254384
ELA2B,-0.00579046861492305,4.3504223557554,-0.397400888580605,0.691275031168507,0.763350199480161,-7.04403789583591
C10orf79,-0.0058265003496043,4.01814423433133,-0.397290335079593,0.691356481485595,0.763370140294291,-7.04408163160371
NFE2,-0.0105066746001166,3.93512616826968,-0.397059973049669,0.691526212279749,0.763487544537704,-7.04417272543008
MRPL41,-0.00929025126566874,4.02729162350864,-0.39611550187506,0.692222261409467,0.764185961853025,-7.04454565296682
FOXO1,-0.0347165129796529,7.41149714991116,-0.395180077529498,0.692911900520697,0.764877175366233,-7.04491413359029
NFAT5,-0.030924957777108,6.67944811936502,-0.394647195147325,0.693304880903508,0.765223897840026,-7.04512365641614
KLHL3,0.0260000890094769,5.62271126296606,0.394581826773692,0.693353093284547,0.765223897840026,-7.04514933900676
CD97,-0.0325074369342371,6.22598636396756,-0.394441593641334,0.693456526300038,0.765267915112267,-7.04520442088188
ZNF33B,-0.0156768189483198,4.65848685784254,-0.394344893187317,0.693527853865353,0.765276497411031,-7.04524239225132
PLEKHF2,0.0311703518663347,7.51003914663616,0.394225230830126,0.693616122214681,0.765303769810261,-7.04528936719272
OR10H3,-0.0071558267142553,4.01230822740324,-0.393926052084269,0.693836828199995,0.765477149352665,-7.04540675118374
POR,0.0217329204410861,6.86481088617504,0.393628525850567,0.694056340966809,0.765578138803763,-7.0455233984911
SLC27A3,0.0368349124194527,6.7812383476831,0.393612895048289,0.694067873975416,0.765578138803763,-7.04552952422502
SEC14L1,0.0360714822747568,8.30346314814775,0.393540132421853,0.69412156198257,0.765578138803763,-7.04555803680364
AGPAT3,-0.0145134296173133,5.22059190906192,-0.393457317733308,0.694182668792417,0.765578138803763,-7.04559048194876
GBA3,0.0116754845607376,3.62991078602615,0.39300045573003,0.694519811264241,0.765879813850182,-7.04576934873096
DAO,0.013858380262767,4.13265541766675,0.392290917140338,0.695043537304129,0.766387169326648,-7.04604672964281
FLJ11506,0.0131218076351978,5.64767459817578,0.392067472962912,0.695208496624327,0.76648135144457,-7.0461339772845
SULT1C2,-0.0143102508953348,4.02720533950839,-0.392002788291017,0.695256253265989,0.76648135144457,-7.04615922526159
PAX4,0.00489448087803979,3.98718547931057,0.391739236642791,0.695450845779643,0.766625694331605,-7.04626205275101
SH3BP1,-0.00653598567483815,4.2052935258819,-0.39073685204515,0.696191137030105,0.76737150316856,-7.04665251256185
GGTLA4,-0.0139761037093633,4.06742090336346,-0.390066283333892,0.696686534506158,0.767777272549748,-7.04691316176309
NEK9,-0.0135634101877251,5.46704131897,-0.390065945189348,0.696686784350697,0.767777272549748,-7.04691329308659
BPESC1,0.00472519049406683,3.57864563114348,0.389731302737804,0.696934057485385,0.76797949489742,-7.04704320073062
ASCL2,0.00687060838087561,3.84488866393363,0.389368417581916,0.697202236168793,0.768149090038374,-7.04718394622852
GRAMD3,0.0463989300048411,8.76600730018415,0.389350414472872,0.697215541780387,0.768149090038374,-7.04719092534755
NT5C2,-0.0196971545937803,7.76261097341198,-0.388935671541784,0.697522092946025,0.768412319423795,-7.04735161608745
STOML1,-0.0211990634163719,6.65410156257732,-0.388854513267145,0.697582085695145,0.768412319423795,-7.04738304056436
BCAS1,0.0546705197020678,5.9486723550868,0.388023114431357,0.69819677058005,0.768998204644899,-7.04770458070074
LOC90925,0.00551345838450201,3.68556532481413,0.387962375611,0.698241684901788,0.768998204644899,-7.04772804423782
HTR3B,-0.00617420381057032,3.80871712464737,-0.386991882407345,0.698959475851968,0.769718336370316,-7.04810244999053
GNPDA1,0.0203801963659114,8.48682626344613,0.386243505014063,0.699513171238438,0.770257645213357,-7.04839052595447
CACNA2D1,0.0076005564563566,5.07905447951763,0.385649322846996,0.699952897805131,0.770641667671951,-7.04861885008071
SLC25A32,-0.0260494482510012,7.53376816108254,-0.385599308940156,0.699989915379156,0.770641667671951,-7.04863805270716
WNT16,0.0123610115899728,5.25899491931787,0.384409595107946,0.700870687585129,0.771540800795331,-7.04909410453785
FRYL,0.0224271912086031,7.75491361545612,0.38363254397442,0.701446174234896,0.772103732187991,-7.04939121051164
IL17A,0.00554301406669389,3.63684137889642,0.383545225704424,0.701510853186592,0.772104350066077,-7.04942455915857
OPA3,-0.0115592087534733,4.32032302845025,-0.383388875699937,0.701626671192217,0.772161247897704,-7.04948425349506
DCUN1D1,0.0244193798678642,7.4783650485727,0.38278011668963,0.702077682456861,0.772586991880245,-7.04971644560791
ATG2A,0.0172601229967153,6.62524291151726,0.382338586110853,0.702404865105511,0.772876405848004,-7.04988462296189
PLEKHO1,0.0238711179612352,7.09144517607614,0.381710015669577,0.702870743363747,0.773318363781292,-7.05012370848409
G6PC,0.00616857764430145,3.58926035234441,0.381598766401589,0.702953209780544,0.773338438897982,-7.05016598274812
PPIA,0.01180080141304,13.322893704179,0.381172044186178,0.703269561262374,0.773615790328082,-7.05032802123076
ATPBD1C,-0.0223603496624936,7.8653695741545,-0.380017342283535,0.704125860552905,0.774469618611616,-7.05076558573611
CHRNB2,-0.00879731590839228,4.72785779945213,-0.379951933357158,0.704174377526871,0.774469618611616,-7.05079033219264
ARTN,-0.015352330237711,4.13739866201999,-0.379364174481277,0.704610400987942,0.77487839714126,-7.05101251069486
ANKRD49,-0.0199564943474586,7.73334796023774,-0.379214829270265,0.704721206873946,0.774929483442248,-7.05106890985507
MARCH5,-0.0252056022512237,6.89241341846365,-0.378778841313719,0.705044721790104,0.775214439353217,-7.05123343065893
EEA1,0.0197140054837162,5.52190387008017,0.378674796733237,0.705121933612263,0.775228551498117,-7.05127266410753
SLC35A5,0.0231802288267406,8.32219273647385,0.378430752452686,0.705303051627458,0.775338291218398,-7.05136464681022
SIGLEC6,-0.00582936306130222,4.16738398735108,-0.378366793700379,0.705350521532764,0.775338291218398,-7.05138874369623
MAB21L2,-0.017377734128655,4.00678211987238,-0.3775724391649,0.705940183861107,0.775915634725762,-7.05168768286998
MRPL20,0.0155340307203247,9.74719355826562,0.377356429055653,0.706100562354566,0.776021079846097,-7.05176886530507
OR6A2,0.00922017022974675,4.38705595886365,0.377242593488681,0.706185085784835,0.776043146835279,-7.05181162910687
CYP3A43,-0.0045257042757223,3.7243732647692,-0.377085148307796,0.706301995547438,0.776100796640409,-7.05187075417497
RPS27,-0.0116785989590191,13.1245634167386,-0.376988797897572,0.706373543267619,0.776108595623053,-7.05190692428298
ZNF780B,0.0043736996210586,3.81482427417031,0.376652655447307,0.706623175731646,0.776282151873466,-7.05203304040632
TFB2M,0.025781646086708,7.24173259836501,0.376602488714106,0.706660434216653,0.776282151873466,-7.05205185264815
DYNLT1,-0.0194516171727006,10.8133162485887,-0.376420561177763,0.706795556453504,0.776359763824965,-7.05212005344124
SLC2A4,0.00688319647050317,4.2339950184408,0.376066158913788,0.707058806706854,0.776578087410063,-7.05225281680742
RNASEH1,0.0221965675869846,7.54040390905434,0.375162731003026,0.707730032587644,0.777216945317995,-7.05259068647736
APOBEC1,-0.00646010445527345,3.99795698732918,-0.375109541300519,0.707769558408664,0.777216945317995,-7.05261055338425
GRM8,-0.00885127000344577,3.89620971644579,-0.374689241694907,0.708081915202045,0.777389270529751,-7.05276744065153
ARHGEF10,-0.0163633201815268,5.83139797347093,-0.374657266403221,0.708105680506072,0.777389270529751,-7.0527793690288
ARHGEF6,0.0426107836958263,9.7113210151337,0.374637791507307,0.708120155160342,0.777389270529751,-7.052786633637
RABGGTB,0.0217678802016064,7.81248643272933,0.373678700210679,0.708833127549547,0.778101050314643,-7.05314393101746
HDHD3,-0.0208706724780585,4.89534290702028,-0.373553997357178,0.708925848385823,0.778131899212659,-7.05319032025655
DNAJB14,0.0225472431711946,7.53061603110873,0.373145083758927,0.70922991999002,0.778394704385693,-7.05334232682988
HOXA10,0.0406527207809573,5.88239222691799,0.372835024379151,0.709460513759037,0.778576825543272,-7.05345747514845
NPVF,-0.00581555082537832,3.93423164102288,-0.37247141926082,0.709730963974499,0.778802648822755,-7.05359238715654
CYP11B2,-0.00796157800788144,4.07132931226115,-0.371837947075966,0.710202229516602,0.779248769734753,-7.05382711638202
HSD11B2,0.0111689282806422,4.20663741860405,0.371403563065555,0.710525449632788,0.779532385612066,-7.05398784393569
PDE1C,-0.0144326716853369,4.72150425306771,-0.37119838255341,0.710678140252644,0.779588637548524,-7.05406369802318
FEM1B,0.0149371117095374,4.80658793811394,0.371160678222488,0.71070620021655,0.779588637548524,-7.05407763254733
SMPD1,0.0144765920945451,5.46253590462293,0.370919947080276,0.710885364166823,0.779714141114571,-7.05416656706783
PSME4,-0.0212470437923464,6.6451369497063,-0.370803639646368,0.710971931621213,0.779738069269822,-7.05420951445036
DENND4A,-0.0225380065826544,5.1817196120912,-0.368630765223359,0.712589885637952,0.781441344399619,-7.05500938978531
SLC7A9,0.0101912392202657,4.35115924452907,0.368159350753431,0.712941079467257,0.781755279452259,-7.05518230601054
ENTPD2,0.00704123156753766,4.15498387583866,0.368005475865551,0.713055726237106,0.781766174791537,-7.05523869990671
ARHGEF16,0.0107730702034345,4.5014253247831,0.367902121115615,0.713132735880653,0.781766174791537,-7.05527656535591
GNB3,0.00773111651341374,4.84820020371148,0.367854132822524,0.713168492964392,0.781766174791537,-7.05529414292077
TMEM135,0.0265733352220474,7.37488257633909,0.367797495296105,0.713210695587097,0.781766174791537,-7.05531488565312
VPREB3,-0.00908622113378765,4.37315043465723,-0.367428104086423,0.71348596363712,0.781940481155886,-7.05545009192115
SEMA4C,0.0155940627392051,6.73710057403555,0.367409825951398,0.713499585362969,0.781940481155886,-7.05545677864277
OBP2A,0.00892927107850117,4.06458690339787,0.367026930105604,0.713784958422375,0.782172221667749,-7.05559677766762
TEC,-0.00648036060327506,4.01084196864112,-0.366951810833741,0.71384094968681,0.782172221667749,-7.05562422656979
CRYZL1,0.0235820559960365,7.31441214204249,0.366219143235722,0.714387135422369,0.782674120326713,-7.05589165198282
HMGCS2,-0.0154402981130062,3.72102077014805,-0.366163002877741,0.714428992744663,0.782674120326713,-7.05591212131471
NEFL,0.0641072886835774,5.74023850633245,0.365916033365189,0.7146131393663,0.782801312926491,-7.05600213160711
TMED10,0.0190741205820135,10.2941987593645,0.365832930540939,0.714675106652868,0.782801312926491,-7.05603240554277
KIAA0196,-0.0177687511754625,7.46232099713553,-0.365647249254799,0.714813570446487,0.782881765831432,-7.05610002345941
UNC50,0.0174074628180509,8.86615257740388,0.365509491806217,0.714916303197113,0.782923074126922,-7.05615016720708
DNAI1,-0.0108779169186741,4.30244840757285,-0.364814418692017,0.715434733670813,0.783419574689818,-7.0564028860001
POL3S,-0.00969103847116859,4.54810806333015,-0.364236116491813,0.715866169263685,0.783820731976113,-7.05661278216007
GRP,-0.0264773143506414,4.17428219989907,-0.363900779254937,0.716116385412791,0.784000895942173,-7.0567343411782
PTK7,-0.0199241799348391,5.83225010475239,-0.363841092423662,0.716160924710505,0.784000895942173,-7.05675596579404
CTAGE1,0.00704890483538057,3.76424316336841,0.363725105334369,0.716247478960852,0.784024374297481,-7.05679797792833
CYP4A11,0.00506740833986496,3.73091830320783,0.363425318105795,0.716471209247034,0.784197991433629,-7.05690650301178
HCN4,0.00705761696410168,4.3647661609173,0.362652571689663,0.71704802011137,0.784757998562312,-7.05718583029617
HOXA5,-0.0549268322272543,6.34353872656324,-0.361904314952895,0.717606705221843,0.785270740550044,-7.05745573897498
ULBP2,0.0139414416443318,4.1246296776018,0.361830557418043,0.717661784422294,0.785270740550044,-7.05748231438226
C5orf4,0.0215191738747906,6.4209066873314,0.361763107012033,0.717712154998653,0.785270740550044,-7.05750661254376
IFNA6,0.00458991375040707,3.82586380006428,0.361488141637255,0.717917506229473,0.785424058327911,-7.05760561852232
C9orf38,-0.00864978627293,3.88829079942085,-0.36130911700851,0.718051217432831,0.785498978954047,-7.05767003895987
ATP6V0C,0.0167508263794609,10.6354572309529,0.36117882950493,0.718148532950598,0.785534075192216,-7.05771690172146
ESRRA,0.0102156432398548,5.67820906700186,0.360842279670672,0.718399933023362,0.785701242637933,-7.05783787625641
ACTN4,-0.022593315276823,7.38950274562229,-0.360799550273185,0.718431853735782,0.785701242637933,-7.05785322749056
ZDHHC14,0.0287706468548707,7.39342817891542,0.360698826300227,0.718507100861633,0.785712178403178,-7.05788940703458
HCRT,-0.0107879899815018,3.97567896381895,-0.360312263656177,0.718795912831023,0.785956631463832,-7.05802816467136
F2,-0.0108896159919754,4.25761359872859,-0.3593595118334,0.719507912919234,0.786640917428094,-7.05836952247113
TMEM132A,-0.0285413204205645,6.8623799425292,-0.359300025808699,0.719552375475042,0.786640917428094,-7.05839080553233
SNAP29,-0.0143357021121098,7.63945560781724,-0.358836354817551,0.719898976856652,0.786932426333187,-7.05855657822963
IMPG1,0.00623460871532266,3.54819524922465,0.35876847752828,0.719949721052377,0.786932426333187,-7.05858082791978
RUNX2,-0.00490976649424013,4.03378807156428,-0.358506019882763,0.720145942690038,0.787075462141354,-7.05867454982139
MLANA,0.00812650352551536,3.99391584190943,0.35830010217057,0.720299906238639,0.787093358236547,-7.05874803369807
ATRX,0.023138420127526,7.02437896910624,0.358290425823288,0.720307141470724,0.787093358236547,-7.05875148576524
MAP2K1,-0.0156273791561947,8.17556712717733,-0.3582218686312,0.720358404013037,0.787093358236547,-7.05877594108962
CFTR,-0.00914072204841432,4.15073303846821,-0.357672478364391,0.720769247330849,0.78747081077464,-7.05897174749076
GH1,0.0057127502552401,4.38475735620824,0.357489377801138,0.720906191004938,0.787548975059554,-7.05903693903798
FAM134B,-0.0154163041487125,5.8659589479756,-0.357163590586465,0.721149874386764,0.787743721640549,-7.05915285058299
KCNK1,0.0429695716768244,5.68074194023701,0.35623306483099,0.721846048485051,0.788432663569795,-7.05948333987486
PTPRR,-0.0192364248602663,4.40731294602951,-0.355335684907286,0.722517643570822,0.789094636666047,-7.05980124082291
M-RIP,0.0252400820469525,8.87859283993961,0.354742322833596,0.722961830978636,0.789508149872562,-7.06001100194997
SMAD2,0.0184077767505615,7.74953381213743,0.35434173268477,0.723261763434227,0.789764069212456,-7.06015241761369
APCS,0.00608534271583672,4.2841242875265,0.353551651993991,0.723853442795654,0.790274012851987,-7.060430862518
SCGB1D2,-0.0335614101880424,4.342962814628,-0.353542870470054,0.723860020076185,0.790274012851987,-7.06043395386412
ARL6IP4,-0.0146882996647388,7.69155140302601,-0.353411396910414,0.723958495007484,0.790309871895578,-7.06048022712042
KRT4,-0.0104353698504838,4.28012456934381,-0.353283522311673,0.724054278681977,0.790342786791911,-7.06052521719047
SLC30A4,-0.00496612717058476,4.10591712726438,-0.352359338727246,0.72474666149425,0.791026855589029,-7.06084988857097
C6orf62,-0.0207343390408905,8.96187486531936,-0.351984341715235,0.725027667433716,0.79126184259895,-7.06098138492596
CDC73,-0.0190485605157287,6.93041991306997,-0.351436786503353,0.725438047501632,0.791569629544419,-7.06117313915492
RHCG,-0.0109572619384277,4.58000099240259,-0.351432635904456,0.725441158582644,0.791569629544419,-7.06117459155828
PLEC1,-0.0205372478547003,5.52913463003067,-0.350640143581187,0.726035254400777,0.792146102518271,-7.06145159127173
CA5A,-0.0122911998183532,4.33936832735525,-0.350257359214848,0.72632226988784,0.792360730384367,-7.06158516198869
TNIP2,-0.0164779306454896,7.16604093437785,-0.35020228346761,0.726363569399853,0.792360730384367,-7.06160436840016
PRKAR2B,-0.0384489624301771,6.97971959967023,-0.349866003557827,0.726615752082242,0.79249976174552,-7.06172157287238
TMEM16B,-0.00641211326952895,4.14904436260247,-0.349856814962652,0.726622643201485,0.79249976174552,-7.06172477381684
NEDD4L,0.0251920342760314,5.73659172355354,0.348541199640135,0.727609536740266,0.793504260226977,-7.06218221513184
TNFRSF10D,0.00678016423399619,3.76821905486362,0.348255802389799,0.727823684093202,0.793665924463492,-7.06228122081174
PTPRN,-0.02341705311159,4.70884634315913,-0.347829914162997,0.728143288277223,0.793880194397967,-7.06242881276109
DAAM1,-0.0291877356159285,7.18232386882814,-0.347818266071453,0.72815203015492,0.793880194397967,-7.06243284688191
CCR4,-0.00587987797113776,4.26070316983315,-0.347673897572542,0.728260381473012,0.793909861597203,-7.0624828352789
