,logFC,AveExpr,t,P.Value,adj.P.Val,B
H1F0,0.144498042793226,8.02039354858412,1.75075052349342,0.0807236268031928,0.132760709364115,-5.60184505608194
AKR7A3,0.0681882008566772,5.06167814597549,1.7506466224414,0.0807415575539944,0.132772065555811,-5.60202489940025
NEUROD4,-0.028370536833985,4.39049793306763,-1.75003292249775,0.0808475331974813,0.132928180606782,-5.60308694395172
NDFIP1,0.117284579900465,10.1331400609734,1.74976642943536,0.0808935873438218,0.132963849725711,-5.60354801191888
BCKDHB,0.115043389081054,6.29088111878204,1.74973631579904,0.0808987927925891,0.132963849725711,-5.60360010811044
ACYP2,0.161493534186866,8.81722779699287,1.74968260962647,0.0809080771290236,0.132963849725711,-5.60369301688417
NUBP1,0.0805010100353822,6.77898554540273,1.74965185579966,0.0809133940200974,0.132963849725711,-5.60374621807587
VPS4B,-0.109273847379801,7.90571830774201,-1.74944086028684,0.0809498797648394,0.133005655905061,-5.60411119537382
EIF4E2,-0.0962659816116105,8.00886953949268,-1.74930709616729,0.0809730174527755,0.133014556138172,-5.604342556347
CSK,-0.0970933805290564,7.06371418424354,-1.74922939245072,0.0809864606338913,0.133014556138172,-5.60447694617349
NDUFAB1,0.0780357864699095,11.0249902575867,1.7492179853457,0.0809884342804418,0.133014556138172,-5.60449667444974
TMEM177,0.0763008101085756,6.28874129119876,1.74898787183488,0.0810282566728071,0.133050152235986,-5.60489462240368
ANXA9,-0.038404742952975,3.90128887512076,-1.74896505959988,0.0810322053229299,0.133050152235986,-5.60493407004614
NAT10,0.0889594572196515,7.43711136399698,1.7487244129226,0.0810738692548542,0.133100413574227,-5.6053501730524
AHCTF1,0.10490113665371,6.73127028487687,1.74835155040108,0.0811384586090262,0.13318829315293,-5.60599477950383
RNF14,-0.124396310954353,7.63913673193634,-1.74816828641235,0.0811702199950807,0.133214933753104,-5.60631155748861
RPP40,0.0969943891189677,7.23986748075576,1.74813025110083,0.0811768131440187,0.133214933753104,-5.60637729870704
MT1X,-0.191807516815945,10.8820502332347,-1.7480030738319,0.0811988615811933,0.13323295968943,-5.6065971049603
NEDD8,0.0725603444151215,9.42776906861559,1.74639670888987,0.0814777736344747,0.133656246151571,-5.60937210196821
FLJ20323,0.086538679536722,7.84388279636636,1.74638947178489,0.0814790319713238,0.133656246151571,-5.60938459838539
IRX4,-0.0354389310735743,3.98358076822605,-1.74580106044725,0.081581393756511,0.133805930756729,-5.61040044628645
ZNF587,0.126274654101408,7.70336031657414,1.74431643753551,0.0818401286471817,0.13421201541187,-5.61296203672434
IVL,-0.055782785719928,4.11152795276795,-1.74424336660104,0.0818528804234049,0.134214649517789,-5.61308805895044
BTN3A2,-0.150782237379116,6.74803723563337,-1.74405687834903,0.0818854322476228,0.13424974474144,-5.61340966345296
RASGRF1,-0.0725121708897634,4.41916022414393,-1.74383722222857,0.0819237870923407,0.134294343066426,-5.613788423463
PCDH11X,0.0216279532537564,3.76126918012695,1.74354725291451,0.0819744419387901,0.134359089400696,-5.61428835474798
FAM50A,0.0937713283714139,8.07656967616759,1.74322432274601,0.08203088473262,0.134433303477165,-5.6148450168706
GPSN2,0.100840333216365,9.0607456162331,1.7430443848628,0.0820623485869161,0.134466567108946,-5.61515514697941
KIAA0355,0.11149544549912,7.32919955580309,1.74278931234873,0.0821069672783494,0.134521374145018,-5.61559472055922
SLCO1B3,-0.0504499240609899,4.05312931134137,-1.74237864532588,0.0821788449031337,0.134620820340571,-5.61630230130005
ECHDC1,-0.0897343072981638,7.46425645775739,-1.74204215719657,0.0822377774153977,0.134699036403185,-5.61688194905822
E2F4,0.0397504394421277,5.90407169762037,1.74190205943155,0.0822623242686484,0.134720917835314,-5.61712325447884
MPZ,0.109477105490363,4.38029062120642,1.74182233571836,0.0822762955063756,0.134725475997794,-5.61726056265046
PLCH2,0.0396101479338382,4.60533439261943,1.74157657994108,0.082319375299659,0.134777691007273,-5.61768378891785
ITGB3BP,0.12481117942899,8.35192198942578,1.74085215836133,0.082446469686902,0.134964130656974,-5.61893100309687
KIAA1219,0.0802351836778623,6.65114754720314,1.74079978563014,0.0824556642786379,0.134964130656974,-5.61902115178362
TSPAN14,-0.099870230994858,6.97020327276079,-1.74043350559105,0.0825199919703528,0.135034816119163,-5.61965155143789
NPC1L1,0.0305457950827313,4.23145584402525,1.74042619378368,0.082521276517266,0.135034816119163,-5.61966413436045
ETV5,0.155031162874091,7.08963987400066,1.74033427846591,0.0825374256959892,0.135042891335748,-5.61982230740476
ASH2L,0.0776272440063579,8.14787065788103,1.74007282977015,0.0825833753157117,0.135099715466893,-5.62027217800075
VAMP1,0.0685080331985741,5.10391196436344,1.73993127234395,0.0826082627222687,0.135122072765765,-5.62051572580825
TMEM144,-0.121804083542128,4.41558425546877,-1.73952557001814,0.082679623610802,0.135220430194388,-5.62121362348435
EDIL3,-0.0457673369282245,4.68495190790678,-1.73868448820446,0.0828277251823135,0.135444251309807,-5.62265995917967
PITX2,0.123709342516817,3.96107730908492,1.73721454506028,0.0830870775794223,0.135849910144114,-5.62518603814491
ABCC6,-0.0477295420727408,4.49190428060148,-1.73710621859115,0.083106216474782,0.135862755741152,-5.62537211252644
ICAM4,-0.0429176604483152,3.92090441345639,-1.73704207297322,0.0831175512788961,0.135862841387331,-5.62548229125127
NFE2L1,-0.0992905003199951,8.30165897230692,-1.73679221939515,0.0831617134553212,0.135916578912728,-5.62591141014306
CRYAB,0.287125955958405,11.4288840424531,1.73648126672991,0.0832167016758688,0.135987993157933,-5.62644538061397
PTPN13,0.145767838370259,7.48874732332357,1.73622512554319,0.0832620193497892,0.136043587111284,-5.6268851575851
ZNF415,0.174667619117177,6.64129194767591,1.7360651692251,0.083290329730929,0.13607138117214,-5.62715975925678
COX5B,0.0701274904622426,9.3887870039007,1.73583381822356,0.0833312899725445,0.136119830961663,-5.627556882149
SUPT6H,0.0869769080712679,6.06694851304892,1.73461957571082,0.0835465378194979,0.136452923968858,-5.62964032080042
MAGEC1,0.0583552958742226,3.925343793528,1.73432287656961,0.0835992020930527,0.136520421969696,-5.63014918884176
ZNF294,0.0871542712959057,7.77875100690133,1.73375092565025,0.0837007998549493,0.136667800929261,-5.63112989849887
TIMP3,-0.178717521334467,7.71795862398153,-1.73341625132413,0.0837602958149581,0.136746404854084,-5.63170360817308
BBS9,0.0954137381378075,6.17943429667917,1.73284802325047,0.0838613899589717,0.136892891132701,-5.63267743330417
MRM1,0.0312319950204971,5.05680090609843,1.73270406726146,0.0838870170765608,0.136916164222817,-5.63292409406822
HDLBP,-0.0617776496042435,6.97673472375301,-1.73081471841243,0.0842239500439449,0.137447459876567,-5.63615951854262
DSCR4,0.0290668034338033,4.23529545555645,1.73032020504749,0.0843123192890583,0.137573028303366,-5.63700577582828
KIAA0664,0.0789867301334084,6.72744424878853,1.72980103334913,0.0844051759772599,0.137682906100665,-5.63789397427111
ZNF652,0.208335835050367,6.77079698470309,1.72977297955856,0.084410195914773,0.137682906100665,-5.63794196118742
IKZF5,0.0644431533642029,5.16896103894242,1.72975194986386,0.0844139591215088,0.137682906100665,-5.63797793265747
PSMF1,0.0897826127704846,8.51115758706781,1.72960235173283,0.0844407332327278,0.137707923833763,-5.63823380908171
CNOT1,0.0743706087963965,6.87619408492777,1.72937281821989,0.0844818270719273,0.137756284576865,-5.63862636659233
KLHL12,0.102014858548371,5.48357307371049,1.72814015427833,0.0847027912007948,0.13809788947197,-5.6407336399773
BCAT2,-0.0987147801811705,6.01557229827986,-1.72702779545768,0.0849025922794959,0.138404902697941,-5.64263397709677
C14orf115,0.030106045827984,4.64179342175254,1.72640966235154,0.0850137861510094,0.138567408341967,-5.64368946508154
NR1H2,0.0852043432064118,5.51665549707032,1.72577611650639,0.0851278751892013,0.138734588310781,-5.64477088446001
CENTB2,-0.0683213700924661,6.07687384154965,-1.72570553814334,0.0851405926406134,0.138736538102607,-5.64489133267158
C10orf116,-0.234298501250713,6.5407685776591,-1.72561632197679,0.0851566706272133,0.138743962615736,-5.64504358099286
DDX18,0.0896019698471147,7.76906724029053,1.72527953982457,0.0852173856337312,0.138824101434171,-5.64561823333098
FLJ10292,0.113366242612001,6.77761669999627,1.72415579291555,0.0854202286532359,0.139133665400885,-5.64753488589229
ARD1A,0.0889765157429911,7.56313129422791,1.72409883669964,0.0854305200111398,0.139133665400885,-5.64763199712106
PCLO,0.114696104945655,4.52935681975277,1.72310802676656,0.0856097094106155,0.139387962455024,-5.64932083736502
SST,0.210764147417549,5.39467440018333,1.72310745346994,0.0856098131803156,0.139387962455024,-5.6493218142748
ID2,0.134091636635592,9.87959530708627,1.7227201658957,0.0856799375856918,0.139483278140719,-5.64998168742051
BTNL8,0.0339782796516293,4.34811763129777,1.72231398130217,0.0857535336364607,0.139584218984896,-5.65067360082266
C1orf2,0.0742136883117057,6.94696042038486,1.72209474209811,0.0857932785991785,0.139627252035836,-5.65104699606722
STCH,0.106148435994124,8.11965942559893,1.72204024193434,0.0858031610251775,0.139627252035836,-5.65113981025038
CA11,0.153284678145964,6.4761653087818,1.72181622505582,0.0858437913378831,0.139664239618028,-5.65152128224348
LGI2,-0.0610505841101441,4.71433135184715,-1.7217870353738,0.0858490866677166,0.139664239618028,-5.65157098492294
BMP6,0.0953656795446838,4.99799174997575,1.72082808313196,0.0860231985200221,0.139928590649481,-5.65320337725874
CISD1,0.0921473803156658,9.35052207899381,1.72062409636402,0.0860602722174186,0.139952025429673,-5.6535505014766
MATN3,-0.095033223484954,4.74578964247754,-1.72062092123214,0.0860608493860426,0.139952025429673,-5.65355590427695
ANTXR1,-0.0818991168248324,4.20567793381189,-1.72048715803883,0.0860851674221179,0.139972668930211,-5.65378350662348
GPR32,0.0336851094526809,4.44742358062642,1.7197123139473,0.0862261430564218,0.140182964045556,-5.65510158540834
TRPC5,0.0225979011342812,3.79293555625859,1.7193276971054,0.0862961899692114,0.140277904914855,-5.65575563551263
DNMBP,0.127693616311666,6.73062711920725,1.71920949564222,0.0863177262353181,0.140293974804387,-5.65595661094476
UBR4,0.0920792340915746,8.6974142259553,1.71912552661792,0.08633302800943,0.140299908676053,-5.65609937341415
RHOBTB1,-0.118438136580935,6.28856858141284,-1.71865833243212,0.0864182055113835,0.140419380754025,-5.65689356217454
RPS4Y1,-0.525890049876818,8.7860764529825,-1.71850913806121,0.0864454205452379,0.140444651134074,-5.65714713456877
ERAF,-0.0447409026352323,4.62512749783477,-1.71829050883176,0.0864853139669233,0.140490510021542,-5.6575186800103
SPAG7,0.0636488297446594,8.20964011592464,1.71707819290368,0.0867067969099494,0.140831298676775,-5.65957808243747
DMRT1,0.0532922081978207,4.23803585792087,1.71666107109021,0.0867831087865781,0.140936236818338,-5.66028633015122
MYOZ3,0.0748850218829631,5.21082441186841,1.71501855219339,0.0870841346233752,0.141406034133587,-5.66307357904123
SFRS12,0.104625087580832,8.34931802414721,1.71357202719529,0.0873499404113957,0.141818522641772,-5.66552606043508
GALE,0.0687904791798681,5.65402937590292,1.71307970262493,0.0874405570925191,0.141946506943666,-5.66636029673645
DUSP6,-0.176129168686987,8.47519753359967,-1.71294531365667,0.0874653057886612,0.141967544454382,-5.66658797568273
FNDC3A,0.0927789958731822,6.97635266805915,1.71263718151889,0.0875220719520129,0.142040537795976,-5.66710994014991
VPS13B,0.0606377943402983,5.96883340039369,1.71254088631634,0.0875398182148969,0.142050194171107,-5.66727304168078
FCRL2,-0.0288407751008348,3.71308303535525,-1.71225809616964,0.0875919505112024,0.142115638379938,-5.66775196972243
C1orf113,-0.0413529940144564,5.10348099039015,-1.71204402581263,0.0876314310440384,0.142160540567467,-5.66811446336991
IFNB1,0.0341624200473549,3.99117452375598,1.71072947468651,0.0878741868356992,0.142535150575901,-5.67033946408736
ZMPSTE24,-0.0838887840745333,9.33456846021217,-1.70943434275388,0.0881138885456366,0.142904706514014,-5.67252994803837
DNAJA1,0.113278488374938,10.0755251129023,1.70874818762822,0.0882410957015923,0.143091741777346,-5.67368979380386
IL1RAP,-0.15830637779248,6.08663503460273,-1.70861719741946,0.0882653970230572,0.143101443088845,-5.67391116156961
SYNGR1,0.0544703904557364,5.65274869540093,1.70858783377454,0.0882708453133981,0.143101443088845,-5.67396078255877
RAG2,0.0241762997667152,3.93228828613302,1.7084767406761,0.0882914605931428,0.143115596777847,-5.67414850877716
SLC25A42,0.0251687311445425,3.54424944841466,1.70783095111677,0.0884113753632468,0.143290684000568,-5.67523953203532
HOXC10,0.224656901791076,5.53709605477228,1.70763319625531,0.0884481222235119,0.143330949780047,-5.67557354583407
TPO,0.0301671360333482,3.89587151868599,1.70700726812468,0.0885645138047657,0.143500252319293,-5.6766305055241
PRRX2,-0.0697076284387297,4.59657407794275,-1.7035982055872,0.089200606927845,0.144511463557798,-5.68238043585689
FRAT2,0.0920438423958148,5.66130966729714,1.70322039018252,0.0892713298432819,0.144606585145655,-5.68301698438193
CRTAC1,-0.121557079622839,5.02762946010936,-1.70244085604424,0.0894173933534221,0.144823705549685,-5.68432991411039
C3orf63,0.0810269725176358,7.90515697954609,1.70236737629004,0.0894311714180799,0.144826541987159,-5.68445364175847
DHRS7,-0.0740021033618037,6.83837570175695,-1.70226674651904,0.0894500431204802,0.144837625286651,-5.68462307696117
PAX1,0.0573863934152485,3.91901322980648,1.70148721001526,0.0895963433198958,0.145055010252512,-5.68593528558846
FUT6,0.0264015978735506,4.22500383043508,1.70052726385287,0.0897767676601533,0.145327575771416,-5.68755036687306
SEC16A,0.119767950251022,8.05592335408299,1.70017127338226,0.0898437515522446,0.145416459165609,-5.688149081938
BIRC4,0.0535078091995569,4.62444843039303,1.69940702453318,0.0899876905612003,0.145629857510815,-5.6894340001985
MOBKL3,0.0859584137297063,8.66616171211843,1.69926626980987,0.0900142206783952,0.145653217604036,-5.68967058653312
BTN2A3,0.0231234537161651,4.55380747370537,1.69907312307781,0.0900506361726157,0.145692564932237,-5.68999520405948
SNF1LK,-0.169637295023873,5.80381389122541,-1.69873242427138,0.0901148998438162,0.145772649944519,-5.69056772045212
SFTPC,-0.147310662863435,4.67160223114815,-1.69868235939599,0.0901243463574942,0.145772649944519,-5.69065184082623
PPFIA1,0.0897078977679211,6.32122923093182,1.69788016368788,0.0902758181265852,0.145986869869786,-5.69199937856421
IQCC,0.0327340636881575,4.52740341399258,1.6978525560142,0.0902810347052231,0.145986869869786,-5.69204574308414
PCSK7,0.0832970070399845,6.20484905012726,1.69763092563193,0.0903229214604107,0.146034991974526,-5.69241792375337
CCT4,0.0771182190090194,10.8169659226772,1.69600993208245,0.0906297564445633,0.146511414566443,-5.69513857775343
TSNAXIP1,0.0763318947164873,5.05222884884663,1.69586715766829,0.090656822233589,0.146532543780915,-5.69537808560404
PTMA,0.0636860308454814,12.0188905842038,1.6958126152954,0.0906671635701377,0.146532543780915,-5.69546957662572
A4GALT,-0.0405848331486141,5.02052275483978,-1.69466450811997,0.0908850679388322,0.146848746801069,-5.69739477274855
SCD,0.128773013114004,7.09582399826339,1.69465326480739,0.0908872039452225,0.146848746801069,-5.69741361966683
SPATA7,0.111633246608221,6.20875967381471,1.69451863877554,0.0909127833683932,0.146870369911751,-5.69763928075214
KIFC3,-0.0491283037670911,5.0842920507692,-1.69372976457862,0.0910627890603869,0.147092971947039,-5.69896124177662
GPC1,0.144596568910645,6.90017628495529,1.6924648217336,0.0913037368146376,0.147441374215068,-5.70107971065977
TAF15,0.125815736295213,7.03817687679697,1.69241084810355,0.0913140292040405,0.147441374215068,-5.701170068522
PMM1,0.101291342502559,7.13361963187643,1.69240465189675,0.091315210836736,0.147441374215068,-5.70118044147975
ICOS,-0.0387956712820445,4.33287512236473,-1.6922715289474,0.0913406007080005,0.147462597362346,-5.70140329115486
PLA2G4C,-0.154567344155595,6.74518800570211,-1.69208992066054,0.0913752471284383,0.147498756825825,-5.70170727807999
RNPEP,-0.0958829475222345,7.57745658291581,-1.69168193084923,0.0914531202711237,0.147604674213225,-5.7023900787395
RABEP2,0.0537449339521787,5.51517911303518,1.69076906333625,0.0916275534846839,0.147866389582225,-5.70391724081218
FNBP1L,0.142492266667468,7.61123180619863,1.6905005550447,0.0916789118231425,0.147929446090618,-5.70436628124371
EVPL,-0.0582278939133567,4.00454248124192,-1.69005163035429,0.0917648307708392,0.148048243856169,-5.70511688432129
STAT1,-0.132975038462535,7.05350707410839,-1.68990699391321,0.0917925263248378,0.148053675017068,-5.7053586748912
EHD1,0.0731338277950355,5.97187391666363,1.68990563420231,0.0917927867196008,0.148053675017068,-5.70536094784035
ARF1,0.0852562930506586,9.43910987647227,1.68969380116196,0.0918333616005389,0.148099282227627,-5.70571503469805
PITPNM1,-0.057706407855993,5.21827300479219,-1.68904383727959,0.0919579471233996,0.148280342696837,-5.70680120040742
FLJ20254,-0.100767247296255,7.26963987536173,-1.68839025745377,0.0920833631355118,0.148462693650801,-5.7078929931564
PROC,0.03593189156335,4.35394984512812,1.68787210263045,0.0921828902922618,0.148603261700056,-5.70875826480609
HRG,0.0207431453932738,4.173657829577,1.68737126145858,0.0922791742450877,0.148738564617768,-5.70959437524639
